Opponent hand: 'A', Index: '1', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1910', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1911', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1912', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1913', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1914', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1915', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1916', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1917', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1918', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1919', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1920', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1921', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1922', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1923', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1924', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1925', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1926', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1927', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1928', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1929', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1930', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1931', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1932', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1933', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1934', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1935', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1936', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1937', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1938', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '1939', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1940', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1941', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1942', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1943', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '1944', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1945', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1946', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1947', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1948', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1949', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1950', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1951', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1952', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1953', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '1954', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1955', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '1956', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1957', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1958', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1959', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '1960', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '1961', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1962', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1963', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '1964', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '1965', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '1966', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '1967', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1968', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1969', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '1970', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '1971', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '1972', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1973', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1974', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1975', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1976', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1977', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1978', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1979', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1980', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1981', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1982', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1983', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1984', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '1985', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '1986', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1987', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1988', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1989', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1990', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1991', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1992', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '1993', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '1994', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '1995', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '1996', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '1997', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '1998', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '1999', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2000', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2001', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2002', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2003', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2004', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2005', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2006', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2007', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2008', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2009', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2010', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2011', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2012', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2013', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2014', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2015', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2016', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2017', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2018', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2019', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2020', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2021', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2022', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2023', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2024', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2025', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2026', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2027', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2028', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2029', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2030', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2031', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2032', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2033', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2034', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2035', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2036', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2037', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2038', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2039', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2040', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2041', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2042', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2043', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2044', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2045', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2046', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2047', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2048', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2049', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2050', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2051', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2052', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2053', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2054', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2055', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2056', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2057', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2058', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2059', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2060', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2061', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2062', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2063', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2064', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2065', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2066', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2067', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2068', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '2069', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '2070', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2071', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2072', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2073', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2074', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2075', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2076', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2077', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2078', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2079', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2080', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2081', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2082', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2083', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2084', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2085', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2086', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2087', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2088', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2089', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2090', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2091', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2092', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2093', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2094', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2095', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2096', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2097', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2098', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2099', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2100', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2101', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2102', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'B', Index: '2103', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2104', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2105', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2106', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2107', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2108', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2109', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'B', Index: '2110', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2111', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2112', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2113', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '2114', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'B', Index: '2115', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'C', Index: '2116', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'B', Index: '2117', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '2118', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2119', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2120', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2121', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2122', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'C', Index: '2123', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2124', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2125', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2126', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2127', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2128', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2129', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2130', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2131', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2132', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2133', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2134', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2135', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2136', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2137', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2138', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2139', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2140', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2141', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2142', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2143', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2144', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2145', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2146', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2147', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2148', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'B', Index: '2149', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2150', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2151', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2152', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2153', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2154', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2155', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2156', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2157', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2158', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2159', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2160', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2161', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2162', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2163', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2164', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2165', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2166', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2167', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2168', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2169', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2170', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2171', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'A', Index: '2172', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2173', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2174', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2175', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2176', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2177', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2178', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2179', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2180', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2181', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2182', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'A', Index: '2183', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'A', Index: '2184', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'C', Index: '2185', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2186', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2187', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2188', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2189', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2190', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2191', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2192', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2193', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2194', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2195', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'C', Index: '2196', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2197', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2198', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2199', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2200', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2201', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2202', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2203', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2204', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2205', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2206', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2207', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2208', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2209', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'C', Index: '2210', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'A', Index: '2211', Outcome: 'draw', My hand score: '1', Total score: '4'
Opponent hand: 'A', Index: '2212', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2213', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2214', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2215', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2216', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2217', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'C', Index: '2218', Outcome: 'win', My hand score: '1', Total score: '7'
Opponent hand: 'C', Index: '2219', Outcome: 'loss', My hand score: '2', Total score: '2'
Opponent hand: 'B', Index: '2220', Outcome: 'draw', My hand score: '2', Total score: '5'
Opponent hand: 'A', Index: '2221', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'B', Index: '2222', Outcome: 'loss', My hand score: '1', Total score: '1'
Opponent hand: 'C', Index: '2223', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'B', Index: '2224', Outcome: 'win', My hand score: '3', Total score: '9'
Opponent hand: 'A', Index: '2225', Outcome: 'loss', My hand score: '3', Total score: '3'
Opponent hand: 'C', Index: '2226', Outcome: 'draw', My hand score: '3', Total score: '6'
Opponent hand: 'A', Index: '2227', Outcome: 'win', My hand score: '2', Total score: '8'
Opponent hand: 'A', Index: '2228', Outcome: 'loss', My hand score: '3', Total score: '3'
